signal,time
2956.973185259456,1669884026.9113526
-132.71895385218352,1669884026.9121666
-4053.487413419404,1669884026.9122465
-3715.293766885328,1669884026.9130425
-1282.5407913787844,1669884026.9131205
-1696.6694449113902,1669884026.9139278
-2310.0829829237664,1669884026.9140053
83.09831966282195,1669884026.9147935
511.34896041132254,1669884026.9148717
-2081.4859092449133,1669884026.95981
-2380.492627395947,1669884026.9599092
611.0360476873981,1669884026.9607208
3256.329685972262,1669884026.9608033
1603.2889353382145,1669884026.9615972
-2187.3407162578387,1669884026.9616752
-2620.61296057241,1669884026.9624736
-574.49801585442,1669884026.962551
622.0974108349135,1669884026.9633386
1047.5621066553697,1669884026.9634147
1250.8832115860166,1669884027.010211
1011.7521843295203,1669884027.010509
-1598.8917532041285,1669884027.0130436
-4934.955780422992,1669884027.0132942
-3300.101821763553,1669884027.0158207
316.4196397771859,1669884027.0160775
-338.28809712714406,1669884027.0186398
-1217.1936157143425,1669884027.0188997
2404.5912943247426,1669884027.0214286
4813.186123824838,1669884027.0216773
2791.3566467173605,1669884027.0570471
1511.4602343930844,1669884027.057129
2675.833013606376,1669884027.0578394
2913.5570616040295,1669884027.0579057
685.9933508099242,1669884027.0585876
-1136.1834120654728,1669884027.0586522
1085.6457025758714,1669884027.0594308
2847.523381133212,1669884027.0594966
-1685.3674342748907,1669884027.0601747
-4940.954152722252,1669884027.060239
38.06363740067704,1669884027.0609062
5453.056924301412,1669884027.0609705
3076.6803466646297,1669884027.0616376
-1557.6054649163382,1669884027.0617013
-838.267405953297,1669884027.062392
1391.2690643733683,1669884027.0624568
548.4721312208968,1669884027.1061032
201.9586413587947,1669884027.1061962
3454.8670688317425,1669884027.107077
5124.986910319802,1669884027.10716
1325.5885041457623,1669884027.1080234
-2264.2214439814556,1669884027.1081045
-1582.9472845747237,1669884027.1089354
-348.04617686319216,1669884027.1090143
-2031.2344221545602,1669884027.109883
-3172.133264111915,1669884027.1099694
-984.4755499864516,1669884027.1569118
468.28228220085344,1669884027.1571984
-952.3793629876757,1669884027.1598036
-2111.634083105816,1669884027.1600623
-1061.9737532139916,1669884027.2045317
143.509866963003,1669884027.2047467
-1768.5269529313018,1669884027.2065384
-4797.824095578468,1669884027.206678
-2807.8171980185484,1669884027.2080548
1765.8127530811453,1669884027.2082121
2037.503182014888,1669884027.2096066
-222.07094538121942,1669884027.20975
131.37667321446452,1669884027.2532585
1152.690678917083,1669884027.2534635
-821.5094147341362,1669884027.3028247
-2650.7630509015016,1669884027.3031163
-1144.8088288572656,1669884027.3057044
478.2654084926925,1669884027.3059952
-1121.2944441596323,1669884027.3085124
-2552.325187023922,1669884027.3087456
83.84054754411923,1669884027.311252
2991.2902516564786,1669884027.311505
740.5838848769628,1669884027.3140604
-3541.2372102825816,1669884027.31434
-4748.123200474564,1669884027.3169038
-2399.460881585337,1669884027.3171623
2949.4874697360574,1669884027.3495955
7093.530156979657,1669884027.3496962
5528.319508581287,1669884027.3505325
1168.8701564159796,1669884027.350614
150.80570490110847,1669884027.3514204
1232.886348649454,1669884027.351492
-381.75662560294336,1669884027.3522124
-1913.853396515407,1669884027.3522854
467.45050834130467,1669884027.3530064
3701.9397061981626,1669884027.3530762
3417.3549355319383,1669884027.4006672
50.10902110409086,1669884027.4011862
-1504.7510093748747,1669884027.4037926
-713.292053007831,1669884027.4040504
-1942.4991072122355,1669884027.4490116
-2609.626653871804,1669884027.4493072
852.9004570269533,1669884027.4518886
3485.6396024821192,1669884027.4521513
1575.3389123939473,1669884027.454779
-766.5997321584033,1669884027.455042
294.19728174140437,1669884027.4968035
2170.1668727315155,1669884027.4971154
2230.7982191274123,1669884027.4985707
2253.060009745703,1669884027.498723
2930.0844799234847,1669884027.5001187
1569.8944251514968,1669884027.5002577
-1243.8331890052425,1669884027.501573
-3197.1181718681305,1669884027.5016797
-3706.8249774685514,1669884027.5028136
-2589.754327892072,1669884027.5029268
-2202.7197867082145,1669884027.5464475
-2449.87797627786,1669884027.5467334
-221.9924135384881,1669884027.5492852
1698.7290424877085,1669884027.549535
-1664.1938348255521,1669884027.5518699
-5535.686369597997,1669884027.5520568
-2394.53571090288,1669884027.5552711
4776.615183817424,1669884027.5554526
8243.908548455218,1669884027.555609
5561.7144971702755,1669884027.5571418
-754.318897691508,1669884027.557273
-5558.9036594496965,1669884027.558644
-4219.836358697974,1669884027.558781
-791.0650209554653,1669884027.5945823
-2146.5694658033144,1669884027.5948167
-4120.057680014597,1669884027.5966947
-807.5930067466544,1669884027.5968406
1928.0528136562511,1669884027.598284
-1791.745976395403,1669884027.5984232
-5145.798882504538,1669884027.5998554
-1486.9507209395779,1669884027.5999906
2739.4421527969216,1669884027.6014462
492.07506732690143,1669884027.6015701
-2767.5984067074564,1669884027.6423123
-629.9734468231627,1669884027.642419
1840.5456346760998,1669884027.6432903
-691.6528471996411,1669884027.6433759
-3469.039801681907,1669884027.6442335
-1524.7905781319337,1669884027.6443179
2245.0446425719406,1669884027.6451437
2764.3379530642037,1669884027.6452231
653.3038157118987,1669884027.6928391
82.6603057653337,1669884027.6931293
162.7199691954711,1669884027.695748
-2452.286807166167,1669884027.696
-3511.202651813235,1669884027.6985524
1391.8309044206414,1669884027.6987972
5482.804273666804,1669884027.7013083
3319.7460038501463,1669884027.701548
862.5426122952019,1669884027.704095
2651.100514410623,1669884027.704351
4040.161836549101,1669884027.7408376
2098.977383184276,1669884027.7410553
972.6250574999474,1669884027.7426078
2544.4096289733916,1669884027.7427492
2237.902797898002,1669884027.744155
-2031.1324853079027,1669884027.7442935
-3972.0855551903755,1669884027.7457068
-300.66657624893594,1669884027.7458608
3253.755166846053,1669884027.7471552
2488.6750421008555,1669884027.7472801
763.3866848320216,1669884027.790313
1823.858245996065,1669884027.7906158
2603.419181995857,1669884027.7931905
230.11879699668793,1669884027.7934542
-2644.6535487882925,1669884027.7961993
-2709.080900159051,1669884027.7964678
-1865.123036271551,1669884027.7989962
-3199.946458131911,1669884027.7992668
-3866.0650490326548,1669884027.8019028
-1090.071415422627,1669884027.8021703
1496.778315998145,1669884027.837046
431.8610708302217,1669884027.8372836
-700.256465035498,1669884027.8380258
950.0040939424714,1669884027.8380983
1856.6035480390065,1669884027.8387988
-154.6160282908815,1669884027.8388677
-1568.3998894530494,1669884027.8395684
199.14979511147047,1669884027.8396354
1169.1844707715295,1669884027.8403246
-432.4452683104907,1669884027.8403914
-854.6856982848998,1669884027.8878856
267.7605341920547,1669884027.888185
664.350775153237,1669884027.8907852
-1837.0788749983572,1669884027.8910527
-4329.982243443918,1669884027.8935657
-1826.691625595061,1669884027.8938258
864.7806884241829,1669884027.8963063
-90.45738866093097,1669884027.8965418
-1282.2726499880214,1669884027.8991065
-824.1153037476661,1669884027.899348
20.83042082694726,1669884027.9348748
46.360566048479036,1669884027.9349883
355.1149185373414,1669884027.9359298
2360.5690257635165,1669884027.936019
3771.291052592192,1669884027.9369256
806.4205164974863,1669884027.9370115
-2115.7009720754822,1669884027.937919
190.2144302345696,1669884027.9380057
3115.670294430257,1669884027.9388933
1128.9983500609778,1669884027.9389803
-2287.77847239936,1669884027.9398744
-1551.7805249870069,1669884027.9399595
-559.490998213235,1669884027.940858
-2273.016005343619,1669884027.9409428
-1718.425307243322,1669884027.9836404
1419.522473669653,1669884027.9837508
1865.401826161104,1669884027.9846709
983.8692950803777,1669884027.9847603
2450.829787243798,1669884027.9856975
4585.641273950698,1669884027.9857843
4268.675096240209,1669884028.03228
-318.2724919240861,1669884028.0323875
-3333.3957847044003,1669884028.033319
524.6031734782714,1669884028.0334132
4056.0242047392103,1669884028.034345
1275.2562407395137,1669884028.0344367
-1751.9254968196292,1669884028.0353525
-133.86970444963015,1669884028.0354397
573.216606259609,1669884028.0809216
-2554.126157736113,1669884028.0810137
-3519.660485185995,1669884028.0818427
-1572.6271551666266,1669884028.0819263
-1760.2378199934553,1669884028.0827227
-3501.80380928865,1669884028.0828006
-3162.395836659775,1669884028.083582
-530.8379761942117,1669884028.0836582
547.3024960581326,1669884028.0844378
-1836.2488776623052,1669884028.0845134
-3643.8003398915325,1669884028.13153
-895.2470164588457,1669884028.132254
3273.90219490428,1669884028.1348715
3360.9328359249585,1669884028.1351347
431.4284299843117,1669884028.1376307
-413.7451030528673,1669884028.1378968
474.252204498526,1669884028.1403673
-1174.0723088548812,1669884028.140612
-2770.999600567777,1669884028.1431584
31.68673651495567,1669884028.14341
1780.5948576075361,1669884028.17958
-1978.3124288522095,1669884028.1798158
-3145.672633990609,1669884028.1818476
2395.893546120738,1669884028.1820533
5885.211332038145,1669884028.1840239
3306.7196180617325,1669884028.1842215
136.54163994326302,1669884028.1861773
-462.6031922872562,1669884028.186381
-576.0615384320815,1669884028.1883578
-2208.3625113915987,1669884028.1885622
-1905.7391514047226,1669884028.2282197
2580.6483645461158,1669884028.2284305
5808.364924279366,1669884028.2302496
3205.9670025063674,1669884028.2304344
-2237.1595966407954,1669884028.232216
-2707.3537392278863,1669884028.2323928
988.4987325171016,1669884028.234149
1628.8446910567386,1669884028.2343254
957.8348824181202,1669884028.2361012
2417.1890796918337,1669884028.2362735
2986.532760654212,1669884028.2759998
694.956586611759,1669884028.276118
-421.1177419806488,1669884028.2770047
791.4290844906409,1669884028.2770827
681.5743150730711,1669884028.277913
-1007.2402078576272,1669884028.2779958
-1394.5378589248028,1669884028.2787988
900.0266124786126,1669884028.2788734
1401.267541800194,1669884028.2796738
-2055.2324156761397,1669884028.2797542
-4351.382875111158,1669884028.32441
-3597.4277809344867,1669884028.3245142
-3397.1436147446507,1669884028.325217
-5290.214818592877,1669884028.3252807
-5729.045689993594,1669884028.3260052
-2310.968511781755,1669884028.3260705
-532.509505622368,1669884028.3267863
-3477.8701161744384,1669884028.326855
-3753.2043088999917,1669884028.327531
578.51703388807,1669884028.3275955
2578.3141071379705,1669884028.37526
917.9033043250511,1669884028.375554
806.069356927396,1669884028.3781703
3769.8482423046485,1669884028.3784304
4405.7973667244505,1669884028.3809404
1178.8072928018014,1669884028.3811922
37.32064761984725,1669884028.3837383
3471.7947056060857,1669884028.3840117
6498.784933865514,1669884028.3866405
4794.136067506205,1669884028.3868434
3074.985803978842,1669884028.4220507
5219.723491520139,1669884028.4221241
5223.988539571423,1669884028.4228694
533.829778448089,1669884028.4229283
-2990.0068701814544,1669884028.4235952
-2546.1732982295257,1669884028.423653
-2392.929552298945,1669884028.4242978
-4336.924140922465,1669884028.4243782
-3267.1931636327104,1669884028.4250467
2100.2154647852785,1669884028.4251251
4731.023299600049,1669884028.4258542
1101.4170058985753,1669884028.4259284
-3021.1171005581828,1669884028.4265864
-3314.0719392425203,1669884028.4266472
-2845.476706059312,1669884028.42728
-3901.7792816267015,1669884028.4273527
-3430.571338472542,1669884028.470742
-1031.8141799285354,1669884028.4708328
-602.81674464126,1669884028.4715953
-2306.1873902487005,1669884028.47167
-2339.129965884932,1669884028.472366
572.0422058869071,1669884028.4724324
2443.3671112340116,1669884028.4730961
-124.06305408918388,1669884028.4731605
-2371.247527292485,1669884028.4738395
-51.61306048655918,1669884028.4739075
1517.9549421388579,1669884028.5214634
-7.028233369439114,1669884028.521739
-630.31876266971,1669884028.5243828
306.5820797472487,1669884028.5246487
335.2611015370324,1669884028.5292017
-1344.1166284222966,1669884028.529469
-2428.408472124103,1669884028.5296943
-765.663782347722,1669884028.5322533
2287.0901193598324,1669884028.5325067
4552.180661654076,1669884028.5350761
5026.772010378189,1669884028.5353293
2707.899718962164,1669884028.5378962
-194.44719008655517,1669884028.538155
296.66179009099915,1669884028.5685217
781.7088342776669,1669884028.5686321
-2298.0068718338944,1669884028.569598
-3082.1246665059534,1669884028.569694
1194.4238404682612,1669884028.5706735
5048.320104479617,1669884028.5707748
4341.616131912501,1669884028.6172214
2129.7675662856386,1669884028.6174874
1931.969347030321,1669884028.6182919
1429.4775758994385,1669884028.618381
-805.4828565821465,1669884028.6190379
-2022.8171491136745,1669884028.6191132
-142.91025992682944,1669884028.6197479
1507.8754688160568,1669884028.6198068
-310.4338535902152,1669884028.6204553
-1741.2925679165282,1669884028.6205394
483.33615588066846,1669884028.6681683
2076.67100226049,1669884028.6684468
-1028.3680444427182,1669884028.671043
-4698.922337138702,1669884028.6712904
-4713.377574164547,1669884028.7168837
-3416.718630878862,1669884028.7172098
-3799.9500613123423,1669884028.720088
-3784.0363263688223,1669884028.720383
-114.54430333015648,1669884028.7232373
2927.641545952114,1669884028.7235298
1451.3256910031303,1669884028.7261975
-60.4942303658363,1669884028.7264795
1731.2649253316602,1669884028.7290266
2520.4448826698517,1669884028.7292843
-699.684465901448,1669884028.7633436
-2258.4147876535276,1669884028.7634444
684.0410563220044,1669884028.7642748
2198.781506601915,1669884028.7643542
-353.1986405473984,1669884028.7651596
-1708.2552024993574,1669884028.7652376
2257.5476283425364,1669884028.766042
5479.982242190415,1669884028.766117
2560.3324983611296,1669884028.766867
209.2298870711292,1669884028.766933
835.2554725834641,1669884028.812487
-896.6757095253117,1669884028.8126166
-4536.8479705404425,1669884028.813724
-4119.626438713474,1669884028.8138514
983.578293850779,1669884028.8149226
2375.4521469924302,1669884028.8150253
-2733.0429161210554,1669884028.8160982
-5852.650085108901,1669884028.8162005
-2445.6627117800685,1669884028.8172886
1069.4025725463712,1669884028.81739
-719.0422071136767,1669884028.8608992
-4065.968949669158,1669884028.8609998
-2236.190830312113,1669884028.8618183
3047.0714222099487,1669884028.8619046
3597.852583416698,1669884028.8627162
132.22664094527113,1669884028.8628008
214.2537670254248,1669884028.8636184
3149.954133476789,1669884028.8637
2718.128118013032,1669884028.8645153
-286.49345777454585,1669884028.8645937
-723.900286438266,1669884028.9097838
506.54371755718796,1669884028.9099197
-167.835709692695,1669884028.9107237
-300.29124369352803,1669884028.9107969
3440.5387160442924,1669884028.9115152
6492.068162928921,1669884028.9115841
3479.7481172315465,1669884028.912271
-1198.101820943973,1669884028.9123385
-1756.9269792571204,1669884028.9130328
-756.5547062414262,1669884028.9130995
-1768.8085285797683,1669884028.9585721
-2852.0800692312305,1669884028.958685
-2045.5597603681963,1669884028.9594097
-960.8168949603012,1669884028.9594803
-949.7987001019847,1669884028.9602034
11.67336866182984,1669884028.960271
3523.167528078295,1669884028.9609578
5636.273042382644,1669884028.961023
2375.8571571737125,1669884028.961718
-1556.8398399757493,1669884028.961783
-116.2655435398542,1669884029.007103
1254.2610571237294,1669884029.0076063
-2241.1564109421847,1669884029.0083601
-3518.8000437049027,1669884029.008434
566.7311444450258,1669884029.009164
2977.242295552092,1669884029.0092332
693.22325365652,1669884029.0099459
-149.50981612491967,1669884029.0100126
2359.723328082351,1669884029.0581577
1402.9227437058044,1669884029.0584385
-3398.382759336483,1669884029.0609643
-4609.084137296297,1669884029.0612044
-1365.7776383144326,1669884029.0637612
585.3951344733621,1669884029.0640264
-643.1044614225259,1669884029.0666218
-1352.508227100705,1669884029.0668888
-553.2209259121958,1669884029.0695074
-1800.7007494407824,1669884029.0703032
-5392.311905432772,1669884029.1058218
-6561.60263881505,1669884029.1060383
-2597.9865957463326,1669884029.1079252
1349.1505127828223,1669884029.10812
-260.0867257153816,1669884029.109951
-2034.9031544708848,1669884029.110142
1406.7901799441115,1669884029.1119072
3142.573499208539,1669884029.1120899
-341.84950255366425,1669884029.1138978
-1189.3023051726161,1669884029.1140897
2201.317364036971,1669884029.1543944
2655.626376972992,1669884029.1546087
-53.70782172433336,1669884029.15639
346.42624664546025,1669884029.1565197
4875.138939106064,1669884029.1578567
6887.163331579344,1669884029.1579838
3068.332102095077,1669884029.1592963
-106.02285618197732,1669884029.1594205
2170.7474859052836,1669884029.1607661
3521.964002516679,1669884029.1608915
-993.2877992620456,1669884029.2039406
-4041.6498948087396,1669884029.2042336
-1323.5538698998212,1669884029.206789
535.213153727426,1669884029.207044
-2251.734560241298,1669884029.2095413
-4346.38756386863,1669884029.209806
-1182.5533783209253,1669884029.2122693
907.6004714420932,1669884029.2125163
-2356.0859174023967,1669884029.2150576
-2492.91239228717,1669884029.2153075
1632.0677548047997,1669884029.2509785
2251.5768096734496,1669884029.2510784
-521.5637398353108,1669884029.2519085
-1815.764162226855,1669884029.2519846
472.81900770343566,1669884029.252765
3689.452051779979,1669884029.2528389
3097.821294645156,1669884029.2536187
1040.2030958904577,1669884029.253692
2016.909022925019,1669884029.2544875
1996.3406099639196,1669884029.2545664
-326.07046697568285,1669884029.2995994
-831.5694367906925,1669884029.2996986
1114.9214417648282,1669884029.3004363
2943.994979620978,1669884029.3005118
1384.9152466459566,1669884029.3011923
-1384.0409856615593,1669884029.3012729
-1526.8326309365584,1669884029.3019557
-1145.852624700035,1669884029.3020253
-2541.476614712797,1669884029.3026996
-3097.009853389546,1669884029.3027632
-1402.354059222882,1669884029.3484976
-787.9436998176568,1669884029.3487492
-2196.22988658392,1669884029.3494723
-2618.6190435105523,1669884029.3495433
-307.51596910086187,1669884029.3502398
1647.4941945574876,1669884029.350306
221.84140887051478,1669884029.3509698
-1204.978743218845,1669884029.3510349
1432.4115524404574,1669884029.3517568
3415.2168925166366,1669884029.351829
-500.12715251001026,1669884029.3971062
-3893.5196274451864,1669884029.397195
-2121.3283116519005,1669884029.39799
-1304.9371786584466,1669884029.3980658
-4321.351105638588,1669884029.3988116
-4981.422541321443,1669884029.3988817
-878.6183951924772,1669884029.3996148
1920.9674793735455,1669884029.3996863
949.3195317115953,1669884029.400409
909.5053311100914,1669884029.400482
2771.4819494317376,1669884029.4012017
1839.9934346136258,1669884029.4012723
-1782.7947633891959,1669884029.4020162
-1405.6788869639117,1669884029.402101
3507.0518605336747,1669884029.4028447
4711.375522146476,1669884029.4029174
1158.8206569399376,1669884029.4458456
-70.31017016792026,1669884029.4459245
1999.6076773932098,1669884029.4466078
1199.321013606144,1669884029.4466767
-2781.365275925291,1669884029.4473512
-3135.994063694527,1669884029.4474137
929.1830359521991,1669884029.4480617
3938.212991115767,1669884029.448123
2706.399689086299,1669884029.4487689
-543.7014378413418,1669884029.448829
-1607.4754923516148,1669884029.4957712
-622.0402921708087,1669884029.4959822
326.5452217310202,1669884029.4975362
1415.089234981101,1669884029.4976754
2686.6846251349602,1669884029.499061
3400.759541890962,1669884029.499192
1825.4883479371404,1669884029.5005164
-1305.8747441765208,1669884029.5006452
-2541.9815439303484,1669884029.5018978
-1420.3959270150417,1669884029.5020065
206.19367454999497,1669884029.544169
432.78476294664324,1669884029.54427
-906.0378859003364,1669884029.544343
-1423.9418811466699,1669884029.5452027
317.7380110719723,1669884029.5452824
1771.3830151270588,1669884029.5460947
1950.1161307907314,1669884029.5461762
2679.9373118694457,1669884029.5469706
3203.629166463462,1669884029.5470457
1724.6572158284787,1669884029.547828
-796.1179220524007,1669884029.5479014
-1171.2914857920796,1669884029.5927527
64.17677778380778,1669884029.5929117
-1045.307133588598,1669884029.594341
-4183.768251101448,1669884029.594487
-4837.5153463807255,1669884029.595873
-2291.1014429883962,1669884029.5960143
-1234.9964739084653,1669884029.5973861
-2419.820761371003,1669884029.5975199
-514.8345766226419,1669884029.6414888
5037.1013515851155,1669884029.641647
6149.816951658837,1669884029.6430619
-135.01932172047907,1669884029.6432045
-5013.903558924246,1669884029.6445518
-3280.056312506295,1669884029.644679
239.57808594867151,1669884029.6460128
1406.9476937179936,1669884029.6461468
1431.1186582606642,1669884029.6474872
2244.61372291891,1669884029.647619
2237.999591811141,1669884029.6902504
-1034.8073934134138,1669884029.6904202
-4235.166734463988,1669884029.6919334
-3288.283133213213,1669884029.6920846
-1358.3942707020117,1669884029.693496
-1482.1836038833555,1669884029.6936357
-1112.0952525138136,1669884029.6950634
1344.4445311285972,1669884029.695209
2151.1538370614553,1669884029.6965845
-702.5636127547405,1669884029.6967163
-1329.6806529886685,1669884029.738271
2436.3991916873974,1669884029.738376
3717.325620299951,1669884029.7391655
386.7169959303428,1669884029.7392497
-1487.2564058732369,1669884029.7399771
178.53422437778033,1669884029.7400663
365.638829480946,1669884029.7407694
-2114.371397165733,1669884029.7408566
-2069.88780030207,1669884029.741534
664.2845566593975,1669884029.7416103
720.2115318491931,1669884029.7422454
-2785.285044095095,1669884029.7423072
-4672.036210807004,1669884029.787067
-670.593734707578,1669884029.7871425
2902.1031048967366,1669884029.7879117
539.6610320788997,1669884029.7879949
-880.5408547589414,1669884029.7886732
1498.5791279013167,1669884029.7887561
1865.2994048984808,1669884029.7894547
-386.10410754324766,1669884029.7895367
-407.07462054055827,1669884029.7902126
2522.9265136588083,1669884029.7902925
3881.4192386868035,1669884029.8362355
2120.1564187681615,1669884029.8363845
1044.7839201945696,1669884029.8373916
1965.8576485712522,1669884029.8374953
2501.3678310975415,1669884029.8384717
981.971472090169,1669884029.8385694
-53.00744467474641,1669884029.8395488
1598.3656526261807,1669884029.8396475
1937.770135876438,1669884029.935914
-351.396240624248,1669884029.9362268
-998.9920260608591,1669884029.9391615
747.8204779467785,1669884029.9394531
-240.7187144848756,1669884029.942257
-5120.125838125151,1669884029.942529
-6368.39528824492,1669884029.9453442
-2210.115053024918,1669884029.9456086
81.29420183297958,1669884029.948398
-1501.252476670823,1669884029.9486382
-2952.5158356338507,1669884029.951375
-1704.79824898805,1669884029.9516144
-585.9987095514763,1669884029.9540973
-3034.5863398105084,1669884029.954336
-4238.530786890366,1669884029.9568608
31.452555708207797,1669884029.9571085
6884.44889085142,1669884029.9832873
12762.45826412342,1669884029.983519
13498.864290210473,1669884029.9853687
8398.161561760015,1669884029.9855564
4967.933613625851,1669884030.0308943
6924.780913954782,1669884030.0309849
7069.323782290011,1669884030.031769
2327.315648060856,1669884030.0318441
-555.3785949861106,1669884030.0326204
-60.933114802609,1669884030.0326927
-1406.300830286764,1669884030.0334766
-5299.047332855936,1669884030.033556
-5033.761288216652,1669884030.034374
550.4300296335756,1669884030.0344603
1742.8007359162693,1669884030.035288
-3678.324057674412,1669884030.0353723
-6874.465197254311,1669884030.0797946
-4645.778544723527,1669884030.080051
-3562.8316151425165,1669884030.0808942
-5766.596823663524,1669884030.0809743
-6144.261230211107,1669884030.0817761
-3873.7401257902843,1669884030.081861
-1550.726314117076,1669884030.0826395
-587.158167066799,1669884030.082716
-285.28121101958504,1669884030.0835037
797.5601342221428,1669884030.0835805
810.854019028164,1669884030.130228
-1278.7696229203862,1669884030.1305268
-2754.9964622056023,1669884030.1330874
-1713.7973577169973,1669884030.1333401
-1652.1153662236356,1669884030.1783118
-5007.497922981469,1669884030.178545
-6043.377115822546,1669884030.1805396
-1858.896715430926,1669884030.1807365
860.4492312224517,1669884030.182683
-1338.64706881373,1669884030.1828816
-2443.4975411032137,1669884030.184826
-339.8611890420606,1669884030.1850224
250.7484533470412,1669884030.1874084
-892.9122294590325,1669884030.187625
1183.219752737212,1669884030.2277625
4558.800514358225,1669884030.2282882
3955.675649652924,1669884030.2309124
2723.7993182613677,1669884030.2311697
3851.8485070778597,1669884030.233018
4547.724701727418,1669884030.2332034
2953.5788883703344,1669884030.2349763
832.6375622946115,1669884030.2351584
613.346153928391,1669884030.2368212
1552.3751883687396,1669884030.2369545
351.59927699242724,1669884030.2758
-2097.964823752143,1669884030.276032
-924.0942254585301,1669884030.2780452
2438.5526242322017,1669884030.2787173
1610.1314610977397,1669884030.2808452
-4333.761735771356,1669884030.2810519
-7714.159159245768,1669884030.283069
-2966.1581321002272,1669884030.2832756
3149.6284698007958,1669884030.2852702
3691.78930140366,1669884030.2854683
2665.1698299982622,1669884030.32463
3849.1174485051924,1669884030.3248496
4575.047977092052,1669884030.32673
2870.1821469583806,1669884030.3268716
1505.9717761695638,1669884030.328294
1438.636032782749,1669884030.3284278
-843.0953885365434,1669884030.329828
-3672.7176022463723,1669884030.3299694
-2609.626510182442,1669884030.3314204
1252.634634877028,1669884030.3315709
2681.734318627608,1669884030.3743894
-86.5721768942808,1669884030.374683
-837.7117781284293,1669884030.3772163
2367.633206277027,1669884030.3774707
1594.0923322116455,1669884030.3799732
-3376.4953853276083,1669884030.3802276
-4132.700305834927,1669884030.3827815
-1350.6149487881953,1669884030.3830297
-613.5734238848645,1669884030.4212358
-1758.8365492084529,1669884030.4213798
-816.9257101981474,1669884030.4223945
2813.6484443636277,1669884030.4224975
3653.2361364757066,1669884030.4234476
194.58288494799677,1669884030.4235413
-2115.115097349267,1669884030.4244833
-1268.738559752449,1669884030.4245791
-565.3634245076063,1669884030.4255326
-1282.9198312192855,1669884030.425628
-1494.5706930677911,1669884030.4697127
-29.315605725608293,1669884030.4698446
148.28544137389196,1669884030.5183353
-3329.1511858055956,1669884030.5184157
-5323.084663988684,1669884030.5191135
-1771.6557964243739,1669884030.5191827
1810.4897361373091,1669884030.5198746
229.70835623654705,1669884030.5199392
-2307.833599009769,1669884030.5206184
-431.1496681897509,1669884030.5206842
1682.9203348992626,1669884030.5213563
-251.9209082636533,1669884030.521422
-2172.5449656565484,1669884030.522098
-2211.6362002488586,1669884030.5221653
-2050.5873233810694,1669884030.567041
-2903.2902015115915,1669884030.5671196
-4753.894533177931,1669884030.5678232
-3902.734208920082,1669884030.567894
246.50944389264538,1669884030.568592
685.6658401245795,1669884030.5686584
-2759.3723414588994,1669884030.5693343
-1359.4763712493495,1669884030.5694098
3819.06631678022,1669884030.617773
3601.9438340734987,1669884030.6180952
-1132.1206201467235,1669884030.6206708
-1200.2949362761792,1669884030.6209178
3787.0895622956737,1669884030.66523
5111.157512899079,1669884030.6653702
989.3527909104575,1669884030.6665428
-1558.8293830744567,1669884030.6666625
64.79851528709514,1669884030.6677775
2016.9885917772933,1669884030.6678982
1929.0702852706138,1669884030.6690476
2177.370383049298,1669884030.6691642
3855.228903077366,1669884030.7152572
3435.2214397510033,1669884030.715781
37.10270495369832,1669884030.7178075
-2727.8754268196876,1669884030.7180004
-1775.1810814451449,1669884030.719795
1523.5685727750772,1669884030.71998
2661.734754993488,1669884030.7217238
2065.367978723534,1669884030.721916
2531.54068973419,1669884030.7237153
1686.0077631711765,1669884030.7238913
-2020.3057497306736,1669884030.7631452
-4721.549667639358,1669884030.7633564
-2284.641456468732,1669884030.765171
2048.6595160336046,1669884030.7653463
2527.329002945545,1669884030.7671547
1611.6672296807944,1669884030.767338
1840.0089830681477,1669884030.769094
833.3279343386355,1669884030.76927
-1342.604930859699,1669884030.7710977
-1712.6601916911418,1669884030.7712834
187.96687372183823,1669884030.8109977
603.1465628187483,1669884030.812122
-1551.9025032307982,1669884030.8130834
-2360.9704029514833,1669884030.8131776
401.8675335494505,1669884030.8141246
1886.0228295626814,1669884030.8142247
-1135.4059902533288,1669884030.8151853
-2146.467417916193,1669884030.8152823
1944.0343385205163,1669884030.8162456
4159.080952823939,1669884030.8163376
749.396522983826,1669884030.859782
-1977.005923307987,1669884030.8598928
-142.66370034039466,1669884030.8608282
1736.094170838141,1669884030.8609195
364.16322919910874,1669884030.861864
-1396.4240255635887,1669884030.861954
-396.138629324269,1669884030.8628626
1195.3426703065513,1669884030.8629472
52.401479060102346,1669884030.8638582
-1841.0731193632112,1669884030.863943
-836.9475901292798,1669884030.9084308
116.85297977593513,1669884030.9085424
-421.9783629994888,1669884030.9095075
1556.2532095258484,1669884030.9096024
4206.854276650302,1669884030.9105387
3127.953463667898,1669884030.9106328
-92.48285233982209,1669884030.9115527
-986.2262801191468,1669884030.9116457
1592.567310449717,1669884030.9125986
1567.0954182346775,1669884030.912692
-1611.5088849117028,1669884030.9573433
-670.3107785699374,1669884030.957443
2157.0440774521558,1669884030.958275
1057.462824909579,1669884030.9583561
-3017.766542755708,1669884030.9591646
-5046.058341711969,1669884030.9592414
-2823.5793710662674,1669884030.9600372
-1317.3809992313122,1669884030.960114
-2979.4930880348866,1669884031.0078948
-2974.7661584489615,1669884031.0081992
-136.23411765482092,1669884031.010848
-486.60197632265044,1669884031.0111227
-4351.223892430078,1669884031.0136542
